 ,KETERANGAN,TANGGAL,URAIAN,NO_BUKTI, DBT_KAS ,K_QRIS BNI,BANK BJB,PHOTOCOPY,KANTI N,K_PENJ_  B_ POKOKP,penjualan kredit,K_REALISASI_ B_ POKOK,K_DANA_ BINGKISAN,K_RETUR_ B_ POKOK,K_VOUCHER_ BELANJA,DANA SERTAAN,HUTANG TOKO,TRX BJB,Column4,Column5,Column6,Column7,Column8,BULAN,Column1,,,,
,,19-Jun-25,,,"  185,000 ",,,,,,,,,"  185,000 ",,,,,,,,,, JUNI ,,,,,
,,20-Jun-25,,,"  429,500 ",,,,,,,"  429,500 ",,,,,,,,,,,, JUNI ,,,,,
,,20-Jun-25,,,"  1,400,000 ",,,,,,,,,,"  1,400,000 ",,,,,,,,, JUNI ,,,,,
,,20-Jun-25,,,"  600,000 ",,,,,,,,,,"  600,000 ",,,,,,,,, JUNI ,,,,,
,,20-Jun-25,,,"  4,327,500 ",,,,,"  4,327,500 ",,,,,,,,,,,,,, JUNI ,,,,,
,,23-Jun-25,,,"  7,673,100 ",,,,"  1,350,000 ","  6,323,100 ",,,,,,,,,,,,,, JUNI ,,,,,
,,24-Jun-25,,,"  4,858,000 ",,,,,"  4,858,000 ",,,,,,,,,,,,,, JUNI ,,,,,
,,25-Jun-25,,,"  7,816,759 ",,,,,"  5,014,500 ",,"  2,278,500 ",,"  23,759 ","  500,000 ",,,,,,,,, JUNI ,,,,,
,,26-Jun-25,,,"  4,671,000 ",,,,,"  4,671,000 ",,,,,,,,,,,,,, JUNI ,,,,,
,,,,,"  5,971,500 ",,,,,"  4,176,500 ",,,,,"  1,795,000 ",,,,,,,,, JUNI ,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,1-Jul-25,,,"  11,155,500 ",,,,,"  5,417,500 ",,"  5,338,000 ",,,"  400,000 ",,,,,,,,, JULI ,,,,,
,,2-Jul-25,,,"  7,252,200 ",,"  1,735,000 ",,,"  5,517,200 ",,,,,,,,,,,,,, JULI ,,,,,
,,3-Jul-25,,,"  5,054,800 ",,,,,"  4,982,000 ",,,,"  72,800 ",,,,,,,,,, JULI ,,,,,
,,4-Jul-25,,,"  9,894,800 ",,,,,"  4,751,300 ",,"  3,043,500 ",,,"  2,100,000 ",,,,,,,,, JULI ,,,,,
,,7-Jul-25,,,"  5,370,500 ",,,,,"  5,370,500 ",,,,,,,,,,,,,, JULI ,,,,,
,,8-Jul-25,,,"  5,173,500 ",,,,,"  5,173,500 ",,,,,,,,,,,,,, JULI ,,,,,
,,9-Jul-25,,,"  4,866,500 ",,,,,"  4,866,500 ",,,,,,,,,,,,,, JULI ,,,,,
,,10-Jul-25,,,"  7,321,500 ",,,,,"  3,979,000 ",,"  1,942,500 ",,,"  1,400,000 ",,,,,,,,, JULI ,,,,,
,,11-Jul-25,,,"  4,760,100 ",,,,,"  4,746,100 ",,,,"  14,000 ",,,,,,,,,, JULI ,,,,,
,,14-Jul-25,,,"  4,719,750 ",,,,,"  4,719,750 ",,,,,,,,,,,,,, JULI ,,,,,
,,15-Jul-25,,,"  8,714,500 ",,,,,"  8,714,500 ",,,,,,,,,,,,,, JULI ,,,,,
,,16-Jul-25,,,"  8,257,600 ","  250,000 ",,,,"  5,183,100 ",,"  2,824,500 ",,,,,,,,,,,, JULI ,,,,,
,,17-Jul-25,,,"  5,926,501 ",,,,"  600,000 ","  5,207,100 ",,,,"  119,401 ",,,,,,,,,, juli ,,,,,
,,18-Jul-25,,,"  3,946,000 ",,,,,"  3,946,000 ",,,,,,,,,,,,,, JULI ,,,,,
,,21-Jul-25,,,"  4,067,500 ",,,,,"  4,067,500 ",,,,,,,,,,,,,, juli ,,,,,
,,22-Jul-25,,,"  7,610,500 ",,,,,"  5,560,500 ",,,,,"  2,050,000 ",,,,,,,,, juli ,,,,,
,,23-Jul-25,,,"  4,950,000 ","  50,000 ",,,,"  4,900,000 ",,,,,,,,,,,,,, juli ,,,,,
,,24-Jul-25,,,"  5,656,500 ",,,,,"  5,656,500 ",,,,,,,,,,,,,, JULI ,,,,,
,,25-Jul-25,,,"  4,314,000 ",,,,,"  4,114,000 ",,,,,"  200,000 ",,,,,,,,, juli ,,,,,
,,28-Jul-25,,,"  11,476,800 ",,,,,"  5,540,800 ",,"  4,886,000 ",,,"  1,050,000 ",,,,,,,,, juli ,,,,,
,,29-Jul-25,,,"  5,049,000 ",,,,,"  5,049,000 ",,,,,,,,,,,,,, juli ,,,,,
,,30-Jul-25,,,"  5,408,000 ",,,,,"  5,408,000 ",,,,,,,,,,,,,, juli ,,,,,
,,31-Jul-25,,,"  8,059,800 ",,"  1,338,600 ",,,"  5,297,200 ",,"  1,424,000 ",,,,,,,,,,,, juli ,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,1-Aug-25,,,"  8,695,950 ",,,"  727,450 ","  300,000 ","  5,307,500 ",,"  1,261,000 ",,,"  1,100,000 ",,,,,,,,, AGUSTUS ,,,,,
,,4-Aug-25,,,"  10,639,000 ",,,,,"  6,414,500 ",,"  2,274,500 ",,,"  1,950,000 ",,,,,,,,, AGUSTUS ,,,,,
,,5-Aug-25,,,"  16,737,514 ","  9,325,414 ",,,"  1,200,000 ","  6,212,100 ",,,,,,,,,,,,,, AGUSTUS ,,,,,
,,6-Aug-25,,,"  5,599,100 ",,,,,"  5,599,100 ",,,,,,,,,,,,,, AGUSTUS ,,,,,
,,7-Aug-25,,,"  6,315,000 ",,,,,"  6,315,000 ",,,,,,,,,,,,,, AGUSTUS ,,,,,
,,8-Aug-25,,,"  5,819,250 ",,,,,"  5,819,250 ",,,,,,,,,,,,,, AGUSTUS ,,,,,
,,11-Aug-25,,,"  6,455,500 ","  500,000 ",,,,"  5,955,500 ",,,,,,,,,,,,,, AGUSTUS ,,,,,
,,12-Aug-25,,,"  13,848,500 ","  2,378,000 ",,,,"  5,456,500 ",,"  3,764,000 ",,,"  2,250,000 ",,,,,,,,, AGUSTUS ,,,,,
,,13-Aug-25,,,"  6,166,000 ",,,,,"  6,140,000 ",,,,"  26,000 ",,,,,,,,,, AGUSTUS ,,,,,
,,14-Aug-25,,,"  6,053,000 ",,,,,"  6,053,000 ",,,,,,,,,,,,,, AGUSTUS ,,,,,
,,15-Aug-25,,,"  5,838,500 ",,,,,"  5,838,500 ",,,,,,,,,,,,,, AGUSTUS ,,,,,
,,19-Aug-25,,,"  12,100,876 ","  1,911,776 ",,,"  400,000 ","  5,788,000 ",,"  2,601,100 ",,,"  1,400,000 ",,,,,,,,, AGUSTUS ,,,,,
,,20-Aug-25,,,"  6,192,750 ","  65,000 ",,,,"  6,127,750 ",,,,,,,,,,,,,, AGUSTUS ,,,,,
,,21-Aug-25,,,"  5,503,200 ",,,,,"  5,503,200 ",,,,,,,,,,,,,, AGUSTUS ,,,,,
,,22-Aug-25,,,"  8,548,050 ","  500,000 ",,,,"  4,790,250 ",,"  1,707,800 ",,,"  1,550,000 ",,,,,,,,, AGUSTUS ,,,,,
,,25-Aug-25,,,"  6,501,048 ","  562,548 ",,,,"  5,938,500 ",,,,,,,,,,,,,, AGUSTUS ,,,,,
,,26-Aug-25,,,"  6,028,500 ",,,,,"  6,028,500 ",,,,,,,,,,,,,, AGUSTUS ,,,,,
,,27-Aug-25,,,"  6,671,500 ","  968,000 ",,,,"  5,703,500 ",,,,,,,,,,,,,, AGUSTUS ,,,,,
,,28-Aug-25,,,"  10,484,500 ",,,,,"  4,302,500 ",,"  5,182,000 ",,,"  1,000,000 ",,,,,,,,, AGUSTUS ,,,,,
,,29-Aug-25,,,"  8,988,150 ",,,"  883,650 ",,"  3,814,500 ",,"  1,940,000 ",,,"  2,350,000 ",,,,,,,,, AGUSTUS ,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,2-Sep-25,,,"  6,500,300 ",,,,,"  6,500,300 ",,,,,,,,,,,,,, SEPTEMBER ,,,,,
,,3-Sep-25,,,"  6,355,250 ",,,,,"  6,355,250 ",,,,,,,,,,,,,, SEPTEMBER ,,,,,
,,4-Sep-25,,,"  5,654,500 ",,,,,"  5,612,500 ",,,,"  42,000 ",,,,,,,,,, SEPTEMBER ,,,,,
,,8-Sep-25,,,"  18,431,500 ","  3,300,000 ",,,"  900,000 ","  5,694,000 ",,"  7,187,500 ",,,"  1,350,000 ",,,,,,,,, SEPTEMBER ,,,,,
,,9-Sep-25,,,"  6,179,973 ","  1,718,973 ",,,,"  4,461,000 ",,,,,,,,,,,,,, SEPTEMBER ,,,,,
,,10-Sep-25,,,"  5,117,500 ",,,,,"  5,117,500 ",,,,,,,,,,,,,, SEPTEMBER ,,,,,
,,11-Sep-25,,,"  5,787,500 ",,,,,"  5,787,500 ",,,,,,,,,,,,,, SEPTEMBER ,,,,,
,,12-Sep-25,,,"  11,953,846 ",,,,,"  5,309,000 ",,"  4,593,000 ",,"  101,846 ","  1,950,000 ",,,,,,,,, SEPTEMBER ,,,,,
,,15-Sep-25,,,"  6,744,000 ",,,,,"  6,744,000 ",,,,,,,,,,,,,, SEPTEMBER ,,,,,
,,16-Sep-25,,,"  7,234,500 ",,,,,"  7,234,500 ",,,,,,,,,,,,,, SEPTEMBER ,,,,,
,,17-Sep-25,,,"  6,291,000 ",,,,,"  6,291,000 ",,,,,,,,,,,,,, SEPTEMBER ,,,,,
,,18-Sep-25,,,"  11,706,300 ",,,,,"  6,683,900 ",,"  3,172,400 ",,,"  1,850,000 ",,,,,,,,, SEPTEMBER ,,,,,
,,19-Sep-25,,,"  7,188,000 ","  1,775,000 ",,,"  400,000 ","  5,013,000 ",,,,,,,,,,,,,, SEPTEMBER ,,,,,
,,22-Sep-25,,,"  8,346,000 ",,,,,"  8,346,000 ",,,,,,,,,,,,,, SEPTEMBER ,,,,,
,,23-Sep-25,,,"  15,215,900 ","  2,798,500 ","  1,532,400 ",,,"  6,943,000 ",,"  2,992,000 ",,,"  950,000 ",,,,,,,,, SEPTEMBER ,,,,,
,,24-Sep-25,,,"  6,281,100 ",,,,,"  6,281,100 ",,,,,,,,,,,,,, SEPTEMBER ,,,,,
,,25-Sep-25,,,"  8,918,600 ",,,,,"  5,361,000 ",,"  2,357,600 ",,,"  1,200,000 ",,,,,,,,, SEPTEMBER ,,,,,
,,26-Sep-25,,,"  5,862,500 ",,,,,"  4,591,000 ",,"  1,271,500 ",,,,,,,,,,,, SEPTEMBER ,,,,,
,,29-Sep-25,,,"  8,544,100 ","  887,800 ",,,,"  5,330,300 ",,"  2,326,000 ",,,,,,,,,,,, SEPTEMBER ,,,,,
,,30-Sep-25,,,"  9,760,750 ",,,"  1,241,750 ","  1,200,000 ","  7,319,000 ",,,,,,,,,,,,,, SEPTEMBER ,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,1-Oct-25,,,"  8,829,000 ",,,,,"  5,554,000 ",,"  2,625,000 ",,,"  650,000 ",,,,,,,,, OKTOBER ,,,,,
,,2-Oct-25,,,"  5,887,000 ",,,,,"  4,654,000 ",,,,"  83,000 ","  1,150,000 ",,,,,,,,, OKTOBER ,,,,,
,,3-Oct-25,,,"  10,511,800 ","  1,957,300 ",,,,"  5,381,000 ",,"  2,959,000 ",,"  214,500 ",,,,,,,,,, OKTOBER ,,,,,
,,6-Oct-25,,,"  7,060,000 ",,,,,"  6,098,000 ",,"  612,000 ",,,"  350,000 ",,,,,,,,, OKTOBER ,,,,,
,,7-Oct-25,,,"  7,854,000 ","  2,575,500 ",,,,"  5,278,500 ",,,,,,,,,,,,,, OKTOBER ,,,,,
,,8-Oct-25,,,"  5,274,000 ",,,,,"  5,274,000 ",,,,,,,,,,,,,, OKTOBER ,,,,,
,,9-Oct-25,,,"  9,341,000 ",,,,,"  6,077,700 ",,"  3,263,300 ",,,,,,,,,,,, OKTOBER ,,,,,
,,10-Oct-25,,,"  10,368,800 ",,,,,"  5,001,800 ",,,,,,,"  5,367,000 ",,,,,,, OKTOBER ,,,,,
,,13-Oct-25,,,"  6,088,500 ",,,,,"  6,088,500 ",,,,,,,,,,,,,, OKTOBER ,,,,,
,,14-Oct-25,,,"  17,851,500 ",,,,,"  5,902,000 ",,"  3,599,500 ",,,"  1,350,000 ",,"  7,000,000 ",,,,,,, OKTOBER ,,,,,
,,15-Oct-25,,,"  6,147,500 ",,,,,"  6,147,500 ",,,,,,,,,,,,,, OKTOBER ,,,,,
,,16-Oct-25,,,"  5,661,600 ",,,,,"  5,661,600 ",,,,,,,,,,,,,, OKTOBER ,,,,,
,,17-Oct-25,,,"  4,852,000 ",,,,,"  4,852,000 ",,,,,,,,,,,,,, OKTOBER ,,,,,
,,20-Oct-25,,,"  9,986,900 ",,,,,"  6,471,500 ",,"  3,515,400 ",,,,,,,,,,,, OKTOBER ,,,,,
,,21-Oct-25,,,"  5,897,000 ",,,,,"  5,897,000 ",,,,,,,,,,,,,, OKTOBER ,,,,,
,,22-Oct-25,,,"  5,045,000 ",,,,,"  5,045,000 ",,,,,,,,,,,,,, OKTOBER ,,,,,
,,23-Oct-25,,,"  10,574,300 ","  5,532,800 ",,,,"  5,041,500 ",,,,,,,,,,,,,, OKTOBER ,,,,,
,,24-Oct-25,,,"  27,385,600 ",,,,,"  4,731,000 ",,"  2,654,600 ",,,,"  20,000,000 ",,,,,,,, OKTOBER ,,,,,
,,27-Oct-25,,,"  39,674,500 ",,,,,"  5,674,500 ",,,,,,"  34,000,000 ",,,,,,,, OKTOBER ,,,,,
,,28-Oct-25,,,"  5,527,000 ",,,,,"  5,364,000 ",,,,"  163,000 ",,,,,,,,,, OKTOBER ,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,
